模板名称,模板类型(中),模板类型(英),模板类型Key,模板ID,是否自定义,单元Key,单元中文名,单元英文名,采集间隔(s),数据类型,采集范围,字段Key,字段中文名,字段英文名,字段单位,值类型,支持告警阈值,说明(中文)
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storageVolume","存储卷信息","Volume Information","300","table","1","PoolId","存储池ID","Pool ID","","字符串","是","存储卷所属的存储池ID。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storageVolume","存储卷信息","Volume Information","300","table","1","RaidLevel","RAID类型","RAID Level","","字符串","是","存储卷的RAID类型。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storageVolumeStatisticalData","存储卷统计信息","Volume Statistical Information","300","table","1","ElementName","名称","Name","","字符串","是","存储卷的名称。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storageVolumeStatisticalData","存储卷统计信息","Volume Statistical Information","300","table","1","KBytesReadSpeed","数据读取速率","Read Data Speed","Kbps","数值","是","存储卷的数据读取速率。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storageVolumeStatisticalData","存储卷统计信息","Volume Statistical Information","300","table","1","KBytesTransferredSpeed","数据传输速率","Transferred Data Speed","Kbps","数值","是","存储卷的数据传输速率。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storageVolumeStatisticalData","存储卷统计信息","Volume Statistical Information","300","table","1","KBytesWrittenSpeed","数据写入速率","Written Data Speed","Kbps","数值","是","存储卷的数据写入速率。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storageVolumeStatisticalData","存储卷统计信息","Volume Statistical Information","300","table","1","ReadHitIOsRate","IO读命中率","IO Read Hit Ratio","%","数值","是","存储卷的IO读命中率。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storageVolumeStatisticalData","存储卷统计信息","Volume Statistical Information","300","table","1","ReadHitKBytesRate","数据读取命中率","Read Data Hit Ratio","%","数值","是","存储卷的数据读取命中率。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storageVolumeStatisticalData","存储卷统计信息","Volume Statistical Information","300","table","1","ReadIOsSpeed","IO读速率","IO Read Speed","tps","数值","是","存储卷的IO读速率。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storageVolumeStatisticalData","存储卷统计信息","Volume Statistical Information","300","table","1","TotalIOsSpeed","IO速率","IO Speed","tps","数值","是","存储卷的IO速率。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storageVolumeStatisticalData","存储卷统计信息","Volume Statistical Information","300","table","1","WriteHitIOsRate","IO写命中率","IO Write Hit Ratio","%","数值","是","存储卷的IO写命中率。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storageVolumeStatisticalData","存储卷统计信息","Volume Statistical Information","300","table","1","WriteHitKBytesRate","数据写入命中率","Written Data Hit Ratio","%","数值","是","存储卷的数据写入命中率。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","storageVolumeStatisticalData","存储卷统计信息","Volume Statistical Information","300","table","1","WriteIOsSpeed","IO写速率","IO Write Speed","tps","数值","是","存储卷的IO写速率。"
"IBM DS系列","IBM DS系列","IBM DS Family","ibmds","209760028721549","否","AvailableData","可用性","Availability","60","","3","AvailabilityData","协议连接","Protocol Connection","","字符串","是","测试IP对应资源的协议连接。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","basic","基本信息","RAID","300","row","3","identifyingNumber","设备序列号","Serial Number","","字符串","是","设备序列号。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","basic","基本信息","RAID","300","row","3","name","设备名称","Name","","字符串","是","设备的名称。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","basic","基本信息","RAID","300","row","3","vendor","设备厂商","Vendor","","字符串","是","设备厂商信息。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","basic","基本信息","RAID","300","row","3","version","设备版本","Version","","字符串","是","设备的版本。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","blockstat","统计块能力","Block Statistics Capabilities","300","row","1","clockTickInterval","时钟周期","Clock Tick Interval","us","数值","是","时钟周期。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","disk","硬盘","Disk","300","table","1","DefaultBlockSize","块大小","Block Size","B","数值","是","硬盘分块的大小。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","disk","硬盘","Disk","300","table","1","DeviceID","ID","ID","","字符串","是","硬盘的ID。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","disk","硬盘","Disk","300","table","1","DiskType","类型","Type","","字符串","是","硬盘的类型。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","disk","硬盘","Disk","300","table","1","ElementName","位置","Position","","字符串","是","硬盘分块的位置。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","disk","硬盘","Disk","300","table","1","OperationalStatus","健康状态","Health State","","字符串","是","硬盘的健康状况。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","diskBlock","硬盘块","Disk Block","300","table","1","DeviceID","ID","ID","","字符串","是","硬盘的ID。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","diskBlock","硬盘块","Disk Block","300","table","1","NumberOfBlocks","块数量","Number Of Blocks","","数值","是","硬盘分块的数量。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","diskInfo","硬盘信息","Disk Info","300","table","1","Manufacturer","厂商","Manufacturer","","字符串","是","硬盘的厂商。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","diskInfo","硬盘信息","Disk Info","300","table","1","Model","型号","Model","","字符串","是","硬盘的型号。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","diskInfo","硬盘信息","Disk Info","300","table","1","SerialNumber","序列号","Serial Number","","字符串","是","硬盘的序列号。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","fcport","FC端口","FC Port","300","table","3","DeviceID","ID","ID","","字符串","是","FC端口的ID。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","fcport","FC端口","FC Port","300","table","3","MaxSpeed","最大运行速率","Max Speed","bit/s","数值","是","端口的最大速率。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","fcport","FC端口","FC Port","300","table","3","OperationalStatus","运行状态","Operational Status","","字符串","是","端口的运行状况。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","fcport","FC端口","FC Port","300","table","3","PortNumber","索引","Number","","字符串","是","FC端口的索引。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","fcport","FC端口","FC Port","300","table","3","PortPerAddress","端口地址","Port Address","","字符串","是","端口的地址。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","fcport","FC端口","FC Port","300","table","3","PortType","类型","Type","","字符串","是","端口的类型。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","fcport","FC端口","FC Port","300","table","3","Speed","实际运行速率","Speed","bit/s","数值","是","端口的当前速率。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","pool","动态存储池","Storage Pool","300","table","1","ElementName","名称","Name","","字符串","是","动态存储池的名称。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","pool","动态存储池","Storage Pool","300","table","1","OperationalStatus","健康状态","Operational Status","","字符串","是","动态存储池的健康状态。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","pool","动态存储池","Storage Pool","300","table","1","PoolID","ID","ID","","字符串","是","动态存储池的PoolID。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","pool","动态存储池","Storage Pool","300","table","1","RemainingManagedSpace","未用容量","Remaining Managed Space","B","数值","是","动态存储池的未用容量。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","pool","动态存储池","Storage Pool","300","table","1","TotalManagedSpace","总容量","Total Managed Space","B","数值","是","动态存储池的总容量。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","primordialpool","原始存储池","Primordial Storage Pool","300","row","1","ElementName","名称","Name","","字符串","是","原始存储池的名称。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","primordialpool","原始存储池","Primordial Storage Pool","300","row","1","OperationalStatus","健康状态","Operational Status","","字符串","是","原始存储池的健康状态。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","primordialpool","原始存储池","Primordial Storage Pool","300","row","1","PoolID","ID","ID","","字符串","是","原始存储池的PoolID。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","primordialpool","原始存储池","Primordial Storage Pool","300","row","1","RemainingManagedSpace","未用容量","Remaining Managed Space","B","数值","是","原始存储池的未用容量。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","primordialpool","原始存储池","Primordial Storage Pool","300","row","1","TotalManagedSpace","总容量","Total Managed Space","B","数值","是","原始存储池的总容量。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","softwareidentity","软件标识","Software Identity","300","row","1","versionString","软件版本","Version","","字符串","是","软件版本。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","volume","LUN信息","LUN Information","300","table","1","BlockSize","块大小","Block Size","B","数值","是","块大小。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","volume","LUN信息","LUN Information","300","table","1","ConsumableBlocks","未用块数量","Consumable Blocks","","数值","是","未用块数量。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","volume","LUN信息","LUN Information","300","table","1","DeviceID","ID","ID","","字符串","是","ID。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","volume","LUN信息","LUN Information","300","table","1","ElementName","名称","Name","","字符串","是","名称。"
"IBM DS8800","IBM DS8800","IBM DS8800","ibmds8800","209760028721551","否","volume","LUN信息","LUN Information","300","table","1","NumberOfBlocks","块数量","Number Of Blocks","","数值","是","块数量。"
